DOI,title,year,num_citations,num_views,document_type,num_authors,num_references,num_figures,num_equations,num_countries,num_words_title,num_words_abstract,prop_words_abs,prop_simple_words_abs,first_au_F,last_au_F
10.1371/journal.pcbi.1005236,Numerical Approach to Spatial Deterministic-Stochastic Models Arising in Cell Biology,2016,13,4557,Article,5,57,8,13,2,11,130,0.978,0.326,0.005,0
10.1371/journal.pcbi.1005237,Spikelets in Pyramidal Neurons: Action Potentials Initiated in the Axon Initial Segment That Do Not Activate the Soma,2017,10,4429,Article,3,61,7,12,2,18,145,0.942,0.327,0.998,0.004
10.1371/journal.pcbi.1005238,The Kinematics of Plant Nutation Reveals a Simple Relation between Curvature and the Orientation of Differential Growth,2016,18,4372,Article,2,31,9,23,3,17,132,0.989,0.402,0,1
10.1371/journal.pcbi.1005239,Modeling Contact Inhibition of Locomotion of Colliding Cells Migrating on Micropatterned Substrates,2016,20,4397,Article,3,72,10,13,3,12,210,0.984,0.371,0,NA
10.1371/journal.pcbi.1005240,Impact of Lipid Composition and Receptor Conformation on the Spatio-temporal Organization of μ-Opioid Receptors in a Multi-component Plasma Membrane Model,2016,32,4434,Article,4,80,8,0,2,23,245,0.958,0.333,0.99,0.997
10.1371/journal.pcbi.1005241,Complex Dynamics of Virus Spread from Low Infection Multiplicities: Implications for the Spread of Oncolytic Viruses,2017,7,3440,Article,4,52,4,5,2,16,289,0.987,0.346,0.001,0.011
10.1371/journal.pcbi.1005242,Alpha Helices Are More Robust to Mutations than Beta Strands,2016,31,8797,Article,2,46,5,0,2,10,154,1,0.371,NA,0.004
10.1371/journal.pcbi.1005243,Hierarchical Post-transcriptional Regulation of Colicin E2 Expression in Escherichia coli,2016,8,2727,Article,4,66,6,3,2,11,326,0.929,0.286,0,0.002
10.1371/journal.pcbi.1005244,Utility and Limitations of Using Gene Expression Data to Identify Functional Associations,2016,19,8108,Article,5,83,6,0,2,12,242,0.985,0.343,1,NA
10.1371/journal.pcbi.1005245,Atrial Heterogeneity Generates Re-entrant Substrate during Atrial Fibrillation and Anti-arrhythmic Drug Action: Mechanistic Insights from Canine Atrial Models,2016,29,3498,Article,4,47,8,0,2,20,297,0.968,0.241,0.997,0
10.1371/journal.pcbi.1005246,Lack of Ecological and Life History Context Can Create the Illusion of Social Interactions in Dictyostelium discoideum,2016,11,3515,Article,2,45,5,6,2,17,280,0.976,0.358,0.005,1
10.1371/journal.pcbi.1005247,Evolution at ‘Sutures’ and ‘Centers’: Recombination Can Aid Adaptation of Spatially Structured Populations on Rugged Fitness Landscapes,2016,3,2091,Article,2,33,4,0,2,17,276,1,0.37,0.002,0.003
10.1371/journal.pcbi.1005248,A human judgment approach to epidemiological forecasting,2017,23,6407,Article,6,45,8,3,2,7,267,0.962,0.338,0.004,0.862
10.1371/journal.pcbi.1005249,Improved Prediction of Non-methylated Islands in Vertebrates Highlights Different Characteristic Sequence Patterns,2016,5,2580,Article,2,38,4,1,2,13,216,0.922,0.372,0.003,0.005
10.1371/journal.pcbi.1005250,Multiple Choice Neurodynamical Model of the Uncertain Option Task,2017,3,3274,Article,3,43,9,26,2,9,138,0.989,0.322,0.987,0.003
10.1371/journal.pcbi.1005251,Population Heterogeneity in the Epithelial to Mesenchymal Transition Is Controlled by NFAT and Phosphorylated Sp1,2016,13,3242,Article,5,99,6,7,2,15,298,0.936,0.277,0.005,0.004
10.1371/journal.pcbi.1005252,Inferring Aggregated Functional Traits from Metagenomic Data Using Constrained Non-negative Matrix Factorization: Application to Fiber Degradation in the Human Gut Microbiota,2016,5,3912,Article,5,40,7,34,2,22,293,0.957,0.287,NA,NA
10.1371/journal.pcbi.1005253,Competing Mechanistic Hypotheses of Acetaminophen-Induced Hepatotoxicity Challenged by Virtual Experiments,2016,13,3385,Article,7,41,7,0,2,11,295,0.947,0.269,0.004,NA
10.1371/journal.pcbi.1005255,The Power of Malaria Vaccine Trials Using Controlled Human Malaria Infection,2017,14,5181,Article,4,35,3,0,2,11,185,0.975,0.402,0,NA
10.1371/journal.pcbi.1005256,Precision of Readout at the hunchback Gene: Analyzing Short Transcription Time Traces in Living Fly Embryos,2016,20,3405,Article,10,43,7,16,3,16,202,0.961,0.346,0.004,1
10.1371/journal.pcbi.1005257,A Likelihood Approach for Real-Time Calibration of Stochastic Compartmental Epidemic Models,2017,7,3538,Article,3,50,6,17,2,12,278,0.953,0.295,0,0.004
10.1371/journal.pcbi.1005258,Encoding in Balanced Networks: Revisiting Spike Patterns and Chaos in Stimulus-Driven Systems,2016,6,4922,Article,4,69,9,12,4,13,180,0.983,0.33,0,0.005
10.1371/journal.pcbi.1005259,A Validated Multiscale In-Silico Model for Mechano-sensitive Tumour Angiogenesis and Growth,2017,22,6003,Article,6,72,13,23,3,13,177,0.959,0.322,NA,0.004
10.1371/journal.pcbi.1005260,Human Inferences about Sequences: A Minimal Transition Probability Model,2016,32,9132,Article,3,74,5,9,2,9,149,0.99,0.298,0,NA
10.1371/journal.pcbi.1005261,Functionality and Robustness of Injured Connectomic Dynamics in C. elegans: Linking Behavioral Deficits to Neural Circuit Damage,2017,4,3400,Article,3,59,6,14,2,17,216,0.962,0.298,0.005,NA
10.1371/journal.pcbi.1005262,Stereotypical Escape Behavior in Caenorhabditis elegans Allows Quantification of Effective Heat Stimulus Level,2016,3,2777,Article,4,44,7,17,3,13,214,0.96,0.331,0.104,0.144
10.1371/journal.pcbi.1005263,"Correction to: Suppressed Expression of T-Box Transcription Factors Is Involved in Senescence in Chronic Obstructive Pulmonary Disease (PLoS Computational Biology, (2012), 8, 7, (e1002597), 10.1371/journal.pcbi.1002597)",2017,0,1150,Erratum,1,1,1,0,0,30,NA,0,0,NA,NA
10.1371/journal.pcbi.1005265,Ten Simple Rules for Developing Usable Software in Computational Biology,2017,29,15046,Editorial,3,19,0,0,2,10,NA,0,0,0,0.004
10.1371/journal.pcbi.1005266,Feedback Loops of the Mammalian Circadian Clock Constitute Repressilator,2016,34,8459,Article,5,71,5,0,3,9,117,0.977,0.326,NA,NA
10.1371/journal.pcbi.1005267,Role of Autoregulation and Relative Synthesis of Operon Partners in Alternative Sigma Factor Networks,2016,1,2768,Article,3,53,6,20,2,14,145,0.943,0.333,0,0
10.1371/journal.pcbi.1005268,Could a Neuroscientist Understand a Microprocessor?,2017,81,237413,Article,2,72,13,0,2,6,218,1,0.436,0.005,0
10.1371/journal.pcbi.1005269,Stability of Cross-Feeding Polymorphisms in Microbial Communities,2016,22,4531,Article,5,57,5,1,3,8,213,1,0.363,1,0.005
10.1371/journal.pcbi.1005270,Novel non-invasive algorithm to identify the origins of re-entry and ectopic foci in the atria from 64-lead ECGs: A computational study,2017,6,5087,Article,4,39,7,0,2,24,315,0.94,0.274,0.006,NA
10.1371/journal.pcbi.1005271,Improving Phylogeny Reconstruction at the Strain Level Using Peptidome Datasets,2016,3,3307,Article,7,58,7,0,4,10,240,0.948,0.318,0,NA
10.1371/journal.pcbi.1005272,Transcriptional and Post-Transcriptional Regulation of Thrombospondin-1 Expression: A Computational Model,2017,10,4169,Article,3,177,9,0,2,12,210,0.944,0.349,0.252,0
10.1371/journal.pcbi.1005273,The language of geometry: Fast comprehension of geometrical primitives and rules in human adults and preschoolers,2017,22,8932,Article,6,68,7,0,5,16,177,0.982,0.324,0.996,NA
10.1371/journal.pcbi.1005274,"Tissue-Specificity of Gene Expression Diverges Slowly between Orthologs, and Rapidly between Paralogs",2016,20,8764,Article,2,48,4,1,2,13,289,0.944,0.425,NA,0.004
10.1371/journal.pcbi.1005275,A mathematical model of calcium dynamics in HSY cells,2017,10,5139,Article,4,69,12,28,3,9,232,0.944,0.323,0.497,0.005
10.1371/journal.pcbi.1005276,"Meneco, a Topology-Based Gap-Filling Tool Applicable to Degraded Genome-Wide Metabolic Networks",2017,27,5359,Article,13,55,8,3,3,14,295,0.938,0.278,0,0.997
10.1371/journal.pcbi.1005277,Morphological Transformation and Force Generation of Active Cytoskeletal Networks,2017,20,3174,Article,6,37,6,11,4,9,150,0.989,0.316,0.997,NA
10.1371/journal.pcbi.1005278,Ten Simple Rules to Enable Multi-site Collaborations through Data Sharing,2017,13,10445,Editorial,3,28,1,0,1,11,NA,0,0,0.996,0.003
10.1371/journal.pcbi.1005279,"Correction to: Transcriptional Dynamics Reveal Critical Roles for Non-coding RNAs in the Immediate-Early Response (PLOS Computational Biology, (2015), 11, 4, (e1004217), 10.1371/journal.pcbi.1004217)",2017,0,1314,Erratum,1,1,0,0,0,28,NA,0,0,NA,NA
10.1371/journal.pcbi.1005280,A Comparative Analysis of Drug-Induced Hepatotoxicity in Clinically Relevant Situations,2017,5,6799,Article,9,76,9,7,3,11,176,0.972,0.303,0,0
10.1371/journal.pcbi.1005281,"Accuracy Maximization Analysis for Sensory-Perceptual Tasks: Computational Improvements, Filter Robustness, and Coding Advantages for Scaled Additive Noise",2017,15,2994,Article,2,71,16,22,3,18,314,0.984,0.306,0,0
10.1371/journal.pcbi.1005282,Predicting Structure-Function Relations and Survival following Surgical and Bronchoscopic Lung Volume Reduction Treatment of Emphysema,2017,4,3979,Article,2,45,5,1,2,16,151,0.941,0.343,0.001,NA
10.1371/journal.pcbi.1005283,The Multilayer Connectome of Caenorhabditis elegans,2016,75,10471,Article,8,88,7,12,3,6,211,0.901,0.344,0.004,0.004
10.1371/journal.pcbi.1005284,An Atlas of Peroxiredoxins Created Using an Active Site Profile-Based Approach to Functionally Relevant Clustering of Proteins,2017,8,3511,Article,7,75,11,0,2,18,300,0.931,0.301,0.997,0.999
10.1371/journal.pcbi.1005285,Dynamic Maternal Gradients Control Timing and Shift-Rates for Drosophila Gap Gene Expression,2017,22,3438,Article,3,54,8,3,5,13,302,0.975,0.307,1,0
10.1371/journal.pcbi.1005286,Decoding Single Molecule Time Traces with Dynamic Disorder,2016,2,3216,Article,4,90,7,12,2,8,185,0.932,0.288,NA,NA
10.1371/journal.pcbi.1005287,m6A-Driver: Identifying Context-Specific mRNA m6A Methylation-Driven Gene Interaction Networks,2016,16,6695,Article,5,65,14,1,3,12,211,0.859,0.25,NA,1
10.1371/journal.pcbi.1005288,"Correction to: Emergence of Slow-Switching Assemblies in Structured Neuronal Networks (PLOS Computational Biology, (2015), 11, 7, (e1004196), 10.1371/journal.pcbi.1004196)",2017,0,1558,Erratum,1,1,0,0,0,23,NA,0,0,NA,NA
10.1371/journal.pcbi.1005289,Ten Simple Rules for Developing a Successful Research Proposal in Brazil,2017,0,21987,Editorial,3,12,0,0,1,11,NA,0,0,1,NA
10.1371/journal.pcbi.1005290,Computing the Dynamic Supramolecular Structural Proteome,2017,2,2398,Editorial,3,14,0,0,2,6,NA,0,0,0.997,0.144
10.1371/journal.pcbi.1005291,A General Shear-Dependent Model for Thrombus Formation,2017,42,6284,Article,4,57,10,13,2,8,177,0.966,0.35,0,0.007
10.1371/journal.pcbi.1005292,Inferential Structure Determination of Chromosomes from Single-Cell Hi-C Data,2016,20,5678,Article,3,58,8,21,3,11,190,0.968,0.286,0.003,0.005
10.1371/journal.pcbi.1005293,Normal Modes Expose Active Sites in Enzymes,2016,4,4052,Article,3,65,5,0,2,7,152,0.934,0.374,NA,0.002
10.1371/journal.pcbi.1005294,Inference of Functionally-Relevant N-acetyltransferase Residues Based on Statistical Correlations,2016,5,2530,Article,2,93,8,6,2,11,230,0.948,0.353,0.004,0.003
10.1371/journal.pcbi.1005295,The Effect of Gap Junctional Coupling on the Spatiotemporal Patterns of Ca<sup>2+</sup>Signals and the Harmonization of Ca<sup>2+</sup>-Related Cellular Responses,2016,3,2324,Article,5,99,9,26,2,27,272,0.978,0.343,NA,NA
10.1371/journal.pcbi.1005296,Systematic Approximations to Susceptible-Infectious-Susceptible Dynamics on Networks,2016,9,4579,Article,4,64,6,10,2,9,183,0.991,0.43,0,0.005
10.1371/journal.pcbi.1005297,Systematic Analysis of Transcriptional and Post-transcriptional Regulation of Metabolism in Yeast,2017,17,5019,Article,8,69,4,0,4,12,225,0.97,0.273,0.002,0.007
10.1371/journal.pcbi.1005298,"Feedback, Mass Conservation and Reaction Kinetics Impact the Robustness of Cellular Oscillations",2016,9,3163,Article,5,69,9,6,2,12,266,0.973,0.313,1,0.999
10.1371/journal.pcbi.1005299,Computational Analysis of Residue Interaction Networks and Coevolutionary Relationships in the Hsp70 Chaperones: A Community-Hopping Model of Allosteric Regulation and Communication,2017,41,4909,Article,2,153,9,8,2,22,339,0.976,0.201,0.994,0
10.1371/journal.pcbi.1005300,Glycoside Hydrolases across Environmental Microbial Communities,2016,36,5566,Article,2,64,4,0,2,6,133,0.927,0.317,0,0.004
10.1371/journal.pcbi.1005301,The Potential Role of Direct and Indirect Contacts on Infection Spread in Dairy Farm Networks,2017,22,7157,Article,7,51,6,5,3,15,203,1,0.291,0,0.036
10.1371/journal.pcbi.1005302,Game-Changing Innovations: How Culture Can Change the Parameters of Its Own Evolution and Induce Abrupt Cultural Shifts,2016,21,6302,Article,3,66,3,10,2,18,281,0.988,0.38,0.004,0.006
10.1371/journal.pcbi.1005303,Spatiotemporal Feedback and Network Structure Drive and Encode Caenorhabditis elegans Locomotion,2017,12,3614,Article,4,52,7,23,2,11,207,0.939,0.351,0.005,NA
10.1371/journal.pcbi.1005304,Suboptimal Criterion Learning in Static and Dynamic Environments,2017,10,3751,Article,4,38,10,9,2,8,265,0.993,0.358,0.999,0.005
10.1371/journal.pcbi.1005305,A Topological Criterion for Filtering Information in Complex Brain Networks,2017,38,6394,Article,3,67,5,6,4,10,250,0.993,0.34,0,0.007
10.1371/journal.pcbi.1005306,Real Time Multiplicative Memory Amplification Mediated by Whole-Cell Scaling of Synaptic Response in Key Neurons,2017,4,1827,Article,3,58,10,6,2,16,313,0.96,0.344,0.992,0.068
10.1371/journal.pcbi.1005307,Cell Sorting and Noise-Induced Cell Plasticity Coordinate to Sharpen Boundaries between Gene Expression Domains,2017,12,2487,Article,5,67,7,2,2,15,177,0.974,0.376,NA,1
10.1371/journal.pcbi.1005308,A Computational Approach for Identifying Synergistic Drug Combinations,2017,23,10174,Article,6,16,3,0,2,8,128,0.99,0.312,0.999,0.003
10.1371/journal.pcbi.1005309,Approximate Inference for Time-Varying Interactions and Macroscopic Dynamics of Neural Populations,2017,9,3598,Article,3,85,7,36,2,12,221,0.962,0.383,0.044,NA
10.1371/journal.pcbi.1005310,Customized Regulation of Diverse Stress Response Genes by the Multiple Antibiotic Resistance Activator MarA,2017,9,2704,Article,2,38,4,7,2,14,152,0.991,0.345,0.003,0.996
10.1371/journal.pcbi.1005311,Genome-Wide Association between Transcription Factor Expression and Chromatin Accessibility Reveals Regulators of Chromatin Accessibility,2017,13,6295,Article,5,51,6,4,3,15,115,1,0.378,0.004,NA
10.1371/journal.pcbi.1005312,"Correction to: Large-Scale Off-Target Identification Using Fast and Accurate Dual Regularized One-Class Collaborative Filtering and Its Application to Drug Repurposing (PLOS Computational Biology, (2016), 12, 10, (e1005135), 10.1371/journal.pcbi.1005135)",2017,0,1273,Erratum,1,1,0,0,0,35,NA,0,0,NA,NA
10.1371/journal.pcbi.1005313,Identifying T Cell Receptors from High-Throughput Sequencing: Dealing with Promiscuity in TCRα and TCRβ Pairing,2017,13,7700,Article,4,49,7,11,4,16,196,0.902,0.276,0.004,0.004
10.1371/journal.pcbi.1005314,Is the Conformational Ensemble of Alzheimer’s Aβ10-40 Peptide Force Field Dependent?,2017,12,2798,Article,3,62,7,1,2,13,335,0.921,0.345,0.005,0
10.1371/journal.pcbi.1005315,Novel Models of Visual Topographic Map Alignment in the Superior Colliculus,2016,4,3053,Article,3,55,5,8,2,11,253,0.979,0.307,0.006,0.005
10.1371/journal.pcbi.1005316,Inference of Transmission Network Structure from HIV Phylogenetic Trees,2017,11,5633,Article,5,57,8,2,3,9,275,0.987,0.412,1,0.004
10.1371/journal.pcbi.1005317,FIJI Macro 3D ART VeSElecT: 3D Automated Reconstruction Tool for Vesicle Structures of Electron Tomograms,2017,4,4600,Article,6,48,5,0,2,15,310,0.91,0.271,0.991,0.044
10.1371/journal.pcbi.1005318,Quantifying the Value of Perfect Information in Emergency Vaccination Campaigns,2017,8,4611,Article,8,27,3,3,3,10,209,0.95,0.347,0.998,0.005
10.1371/journal.pcbi.1005319,Entropy Transfer between Residue Pairs and Allostery in Proteins: Quantifying Allosteric Communication in Ubiquitin,2017,18,6127,Article,2,61,12,21,2,14,250,0.956,0.309,NA,0
10.1371/journal.pcbi.1005320,Gene Expression Noise Enhances Robust Organization of the Early Mammalian Blastocyst,2017,13,4243,Article,9,80,6,1,2,11,162,0.962,0.302,0.004,1
10.1371/journal.pcbi.1005321,Using Chemical Reaction Kinetics to Predict Optimal Antibiotic Treatment Strategies,2017,11,10300,Article,3,71,8,10,3,10,229,0.986,0.35,1,0.004
10.1371/journal.pcbi.1005322,Modelling Systemic Iron Regulation during Dietary Iron Overload and Acute Inflammation: Role of Hepcidin-Independent Mechanisms,2017,21,5578,Article,7,78,7,3,2,16,285,0.96,0.327,1,0.002
10.1371/journal.pcbi.1005323,"Correction to: A Stochastic Model of the Yeast Cell Cycle Reveals Roles for Feedback Regulation in Limiting Cellular Variability (PLOS Computational Biology, (2016), 12, 12, (e1005230), 10.1371/journal.pcbi.1005230)",2017,0,1166,Erratum,1,1,0,0,0,31,NA,0,0,NA,NA
10.1371/journal.pcbi.1005324,Accurate De Novo Prediction of Protein Contact Map by Ultra-Deep Learning Model,2017,272,47494,Article,5,49,22,0,2,13,473,0.813,0.3,0.959,NA
10.1371/journal.pcbi.1005325,Structure-Function Network Mapping and Its Assessment via Persistent Homology,2017,14,6792,Article,2,67,9,4,2,10,239,0.944,0.364,NA,NA
10.1371/journal.pcbi.1005326,A Network Model of Local Field Potential Activity in Essential Tremor and the Impact of Deep Brain Stimulation,2017,8,4065,Article,6,66,8,7,3,18,252,0.978,0.348,1,0.003
10.1371/journal.pcbi.1005327,A Two-Locus Model of the Evolution of Insecticide Resistance to Inform and Optimise Public Health Insecticide Deployment Strategies,2017,11,2935,Article,3,38,11,9,2,19,297,0.942,0.34,0.998,0.003
10.1371/journal.pcbi.1005328,Psychotic Experiences and Overhasty Inferences Are Related to Maladaptive Learning,2017,6,2876,Article,4,49,5,3,1,10,163,0.99,0.233,0,1
10.1371/journal.pcbi.1005329,Inferring the Chemotactic Strategy of P. putida and E. coli Using Modified Kramers-Moyal Coefficients,2017,13,2232,Article,6,57,8,27,2,15,209,0.975,0.308,0.004,0
10.1371/journal.pcbi.1005330,Early and Real-Time Detection of Seasonal Influenza Onset,2017,7,5107,Article,4,35,7,3,2,9,166,0.954,0.398,0.006,1
10.1371/journal.pcbi.1005331,Scalable Parameter Estimation for Genome-Scale Biochemical Reaction Networks,2017,67,6454,Article,4,67,4,11,3,9,201,0.973,0.363,0.008,0.713
10.1371/journal.pcbi.1005332,Computational investigation of sphingosine kinase 1 (SphK1) and calcium dependent ERK1/2 activation downstream of VEGFR2 in endothelial cells,2017,15,2886,Article,2,80,5,3,2,19,238,0.902,0.278,NA,0
10.1371/journal.pcbi.1005333,Insect Bio-inspired Neural Network Provides New Evidence on How Simple Feature Detectors Can Enable Complex Visual Generalization and Stimulus Location Invariance in the Miniature Brain of Honeybees,2017,18,6655,Article,3,50,7,2,2,28,266,0.994,0.31,0.003,0
10.1371/journal.pcbi.1005334,High Affinity vs. Native Fibronectin in the Modulation of αvβ3 Integrin Conformational Dynamics: Insights from Computational Analyses and Implications for Molecular Design,2017,8,2300,Article,4,58,5,1,2,22,144,0.932,0.33,1,0
10.1371/journal.pcbi.1005335,Representing high throughput expression profiles via perturbation barcodes reveals compound targets,2017,12,6962,Article,5,52,3,5,2,11,245,0.959,0.295,0.909,0.003
10.1371/journal.pcbi.1005336,Optimal Sequential Immunization Can Focus Antibody Responses against Diversity Loss and Distraction,2017,15,3090,Article,1,63,9,5,2,12,280,0.978,0.293,NA,NA
10.1371/journal.pcbi.1005337,A Looping-Based Model for Quenching Repression,2017,1,2183,Article,3,51,8,15,2,7,153,0.947,0.379,0,0
10.1371/journal.pcbi.1005338,A New Approach to Model Pitch Perception Using Sparse Coding,2017,3,4160,Article,3,108,15,16,2,10,304,1,0.391,0,0.023
10.1371/journal.pcbi.1005339,Estimating the Respective Contributions of Human and Viral Genetic Variation to HIV Control,2017,13,4593,Article,6,27,1,0,4,13,82,0.885,0.442,NA,0.025
10.1371/journal.pcbi.1005340,Contextual Refinement of Regulatory Targets Reveals Effects on Breast Cancer Prognosis of the Regulome,2017,5,2043,Article,5,50,6,1,3,14,270,0.88,0.291,0.004,0.112
10.1371/journal.pcbi.1005341,Scalable Design of Paired CRISPR Guide RNAs for Genomic Deletion,2017,27,15874,Article,9,33,5,0,3,10,221,0.902,0.294,0.007,0.208
10.1371/journal.pcbi.1005342,Modeling an Excitable Biosynthetic Tissue with Inherent Variability for Paired Computational-Experimental Studies,2017,4,3118,Article,5,60,8,8,2,13,283,0.968,0.295,0,0.003
10.1371/journal.pcbi.1005343,Correlation-based model of artificially induced plasticity in motor cortex by a bidirectional brain-computer interface,2017,3,3704,Article,5,64,10,30,3,16,181,0.977,0.273,0,0
10.1371/journal.pcbi.1005344,Ten Simple Rules on How to Organize a Scientific Retreat,2017,2,16078,Editorial,3,27,0,0,1,10,NA,0,0,0.996,0
10.1371/journal.pcbi.1005345,ALKBH7 Variant Related to Prostate Cancer Exhibits Altered Substrate Binding,2017,7,4616,Article,7,52,4,0,2,10,137,0.91,0.25,0.997,0.005
10.1371/journal.pcbi.1005346,A critical analysis of computational protein design with sparse residue interaction graphs,2017,1,3064,Article,4,71,9,0,2,12,297,0.974,0.338,1,0.004
10.1371/journal.pcbi.1005347,Multiscale mutation clustering algorithm identifies pan-cancer mutational clusters associated with pathway-level changes in gene expression,2017,12,6621,Article,5,53,8,1,2,17,217,0.9,0.3,0.004,0.02
10.1371/journal.pcbi.1005348,THE REAL McCOIL: A method for the concurrent estimation of the complexity of infection and SNP allele frequency for malaria parasites,2017,32,5020,Article,16,75,3,5,3,21,280,0.957,0.315,NA,0.004
10.1371/journal.pcbi.1005349,Optogenetic Stimulation Shifts the Excitability of Cerebral Cortex from Type I to Type II: Oscillation Onset and Wave Propagation,2017,3,4000,Article,4,18,7,7,2,19,265,0.956,0.294,0.003,0
10.1371/journal.pcbi.1005350,Mindboggling morphometry of human brains,2017,79,13658,Article,11,129,14,0,3,5,191,0.922,0.305,0,1
10.1371/journal.pcbi.1005351,ASPASIA: A toolkit for evaluating the effects of biological interventions on SBML model behaviour,2017,3,2507,Article,7,27,6,0,2,14,288,0.932,0.34,0.996,0.007
10.1371/journal.pcbi.1005352,Activated Oncogenic Pathway Modifies Iron Network in Breast Epithelial Cells: A Dynamic Modeling Perspective,2017,11,3531,Article,12,89,4,16,2,14,211,0.964,0.324,0.996,0
10.1371/journal.pcbi.1005353,Use of chiral cell shape to ensure highly directional swimming in trypanosomes,2017,18,2519,Article,1,68,7,8,3,12,295,0.966,0.356,0.004,0.004
10.1371/journal.pcbi.1005354,Exploring the inhibitory effect of membrane tension on cell polarization,2017,14,4223,Article,8,71,4,5,2,10,211,0.95,0.375,NA,0
10.1371/journal.pcbi.1005355,Computational Account of Spontaneous Activity as a Signature of Predictive Coding,2017,15,5442,Article,2,49,12,41,3,11,301,1,0.375,1,0.999
10.1371/journal.pcbi.1005356,Single-molecule protein identification by sub-nanopore sensors,2017,25,9677,Article,5,33,7,0,2,8,134,0.901,0.308,0.007,0
10.1371/journal.pcbi.1005357,Iterative sure independence screening EM-Bayesian LASSO algorithm for multi-locus genome-wide association studies,2017,68,4312,Article,3,30,6,12,3,15,226,0.946,0.32,NA,NA
10.1371/journal.pcbi.1005358,How evolution learns to generalise: Using the principles of learning theory to understand the evolution of developmental organisation,2017,25,9281,Article,5,71,5,3,3,18,293,0.975,0.373,0,0.004
10.1371/journal.pcbi.1005359,Memory replay in balanced recurrent networks,2017,19,7364,Article,3,124,8,27,2,6,155,0.981,0.33,0,0.004
10.1371/journal.pcbi.1005360,Effects of FGFR2 kinase activation loop dynamics on catalytic activity,2017,3,3975,Article,3,60,7,4,2,10,191,0.899,0.294,0.007,0.004
10.1371/journal.pcbi.1005361,Boolean analysis reveals systematic interactions among low-abundance species in the human gut microbiome,2017,17,5039,Article,9,27,9,16,4,14,173,0.98,0.367,0,NA
10.1371/journal.pcbi.1005362,Quantitative Comparison of Abundance Structures of Generalized Communities: From B-Cell Receptor Repertoires to Microbiomes,2017,6,4873,Article,8,55,12,7,2,15,147,0.969,0.357,NA,0.004
10.1371/journal.pcbi.1005363,Coevolutionary dynamics of phenotypic diversity and contingent cooperation,2017,15,3185,Article,3,72,5,3,3,8,263,0.993,0.331,1,0
10.1371/journal.pcbi.1005364,Two dynamic regimes in the human gut microbiome,2017,34,16480,Article,4,56,11,3,2,8,233,0.958,0.35,0.007,0.005
10.1371/journal.pcbi.1005365,Binding of DNA-bending non-histone proteins destabilizes regular 30-nm chromatin structure,2017,9,5693,Article,5,67,5,4,2,13,210,0.923,0.385,0,NA
10.1371/journal.pcbi.1005366,Genome composition and phylogeny of microbes predict their co-occurrence in the environment,2017,13,5383,Article,1,79,4,0,2,13,249,0.979,0.386,0.997,0.997
10.1371/journal.pcbi.1005367,A quantitative model for the rate-limiting process of UGA alternative assignments to stop and selenocysteine codons,2017,1,2921,Article,6,43,6,25,2,17,237,0.927,0.3,NA,NA
10.1371/journal.pcbi.1005368,Identification of Entry Factors Involved in Hepatitis C Virus Infection Based on Host-Mimicking Short Linear Motifs,2017,4,4057,Article,4,86,6,0,2,17,149,0.942,0.32,0.011,NA
10.1371/journal.pcbi.1005369,Effect of mutation mechanisms on variant composition and distribution in Caenorhabditis elegans,2017,1,1914,Article,2,59,5,7,2,12,262,0.928,0.36,NA,NA
10.1371/journal.pcbi.1005370,"Correction to: When Optimal Feedback Control Is Not Enough: Feedforward Strategies Are Required for Optimal Control with Active Sensing (PLOS Computational Biology, (2016), 12, 12, (e1005190), 10.1371/journal.pcbi.1005190)",2017,0,2146,Erratum,1,1,0,0,0,31,NA,0,0,NA,NA
10.1371/journal.pcbi.1005371,Optimality principles reveal a complex interplay of intermediate toxicity and kinetic efficiency in the regulation of prokaryotic metabolism,2017,8,3954,Article,4,49,8,5,2,18,199,0.983,0.331,0.713,0
10.1371/journal.pcbi.1005372,Cheminformatics-aided discovery of small-molecule Protein-Protein Interaction (PPI) dual inhibitors of Tumor Necrosis Factor (TNF) and Receptor Activator of NF-κB Ligand (RANKL),2017,33,7679,Article,10,96,7,7,3,25,261,0.923,0.31,0.995,0.007
10.1371/journal.pcbi.1005373,Ten simple rules for short and swift presentations,2017,9,29739,Editorial,1,15,0,0,2,8,NA,0,0,0.005,0.005
10.1371/journal.pcbi.1005374,The missing link: Predicting connectomes from noisy and partially observed tract tracing data,2017,4,3745,Article,6,69,11,3,4,13,275,0.975,0.302,0.005,0.053
10.1371/journal.pcbi.1005375,High GC content causes orphan proteins to be intrinsically disordered,2017,18,4539,Article,4,41,7,1,2,10,252,0.967,0.393,0.006,0
10.1371/journal.pcbi.1005376,Elucidation of molecular kinetic schemes from macroscopic traces using system identification,2017,1,2360,Article,7,67,8,49,3,11,312,0.978,0.276,0.006,0
10.1371/journal.pcbi.1005377,Spatial separation of two different pathways accounting for the generation of calcium signals in astrocytes,2017,9,3880,Article,4,39,9,20,2,15,273,0.967,0.317,1,0
10.1371/journal.pcbi.1005378,Self-organised criticality in the evolution of a thermodynamic model of rodent thermoregulatory huddling,2017,4,2933,Article,1,51,7,9,2,14,303,0.98,0.347,0.005,0.005
10.1371/journal.pcbi.1005379,Data-driven reverse engineering of signaling pathways using ensembles of dynamic models,2017,24,6882,Article,5,77,7,13,5,12,323,0.978,0.306,0.004,0.007
